Date	Time	PT_ECO.TR01_WU311_B15.AA.R2251_ActValue[°C]	PT_ECO.TR01_WU312_B15.AA.R2251_ActValue[°C]	PT_ECO.TR01_WU314_B15.AA.R2251_ActValue[°C]	PT_ECO.TR01_WU321_B15.AA.R2251_ActValue[°C]	PT_ECO.TR02_WU322_B15.AA.R2251_ActValue[°C]	PT_ECO.TR02_WU323_B15.AA.R2251_ActValue[°C]
2-Jun-25	 03:07:20 am	36.32944489	36.45914459	38.67704391	38.49546051	35.99221802	33.45006561
2-Jun-25	 03:07:23 am	36.32944489	36.45914459	38.67704391	38.49546051	35.99221802	33.45006561
2-Jun-25	 03:07:26 am	36.32944489	36.45914459	38.67704391	38.85862732	35.99221802	33.45006561
2-Jun-25	 03:07:28 am	38.46952057	38.54734421	39.11803055	38.85862732	36.48508453	33.45006561
2-Jun-25	 03:07:31 am	38.46952057	38.54734421	39.11803055	38.85862732	36.48508453	33.83917236
2-Jun-25	 03:07:34 am	38.46952057	38.54734421	39.11803055	38.85862732	36.48508453	33.83917236
2-Jun-25	 03:07:36 am	38.46952057	38.54734421	38.79377747	38.80674744	36.34241486	33.83917236
2-Jun-25	 03:07:37 am	38.46952057	38.75486374	38.79377747	38.80674744	36.34241486	33.83917236
2-Jun-25	 03:07:38 am	38.58625412	38.75486374	38.87159729	38.80674744	36.3683548	33.83917236
2-Jun-25	 03:07:39 am	38.58625412	38.75486374	38.87159729	38.80674744	36.3683548	33.72243881
2-Jun-25	 03:07:41 am	38.58625412	38.75486374	38.87159729	38.80674744	36.3683548	33.73540878
2-Jun-25	 03:07:44 am	38.58625412	38.75486374	38.87159729	38.76783371	36.3683548	33.73540878
2-Jun-25	 03:07:45 am	38.58625412	38.75486374	38.87159729	38.76783371	36.3683548	33.73540878
2-Jun-25	 03:07:46 am	38.58625412	38.75486374	38.87159729	38.76783371	36.3683548	33.73540878
2-Jun-25	 03:07:49 am	38.58625412	38.75486374	38.87159729	38.76783371	36.3683548	33.47600555
2-Jun-25	 03:07:52 am	38.58625412	38.75486374	38.87159729	39.40337372	36.3683548	33.47600555
2-Jun-25	 03:07:53 am	38.58625412	41.08949661	39.35149384	39.40337372	36.3683548	33.47600555
2-Jun-25	 03:07:54 am	41.43968964	41.08949661	39.35149384	39.40337372	36.86122131	33.47600555
2-Jun-25	 03:07:57 am	41.43968964	41.08949661	39.35149384	39.40337372	36.86122131	33.81323242
2-Jun-25	 03:08:00 am	41.43968964	41.08949661	39.35149384	39.31258392	36.86122131	33.81323242
2-Jun-25	 03:08:01 am	41.43968964	41.08949661	39.26070023	39.22179031	36.86122131	33.81323242
2-Jun-25	 03:08:02 am	41.43968964	41.0505867	39.26070023	39.22179031	36.73151779	33.81323242
2-Jun-25	 03:08:03 am	41.54345322	41.0505867	39.29961395	39.22179031	36.75745773	33.81323242
2-Jun-25	 03:08:05 am	41.54345322	41.0505867	39.29961395	39.22179031	36.75745773	33.76134872
2-Jun-25	 03:08:07 am	41.54345322	41.0505867	39.29961395	39.22179031	36.75745773	33.87808228
2-Jun-25	 03:08:09 am	41.54345322	41.0505867	39.29961395	39.28664398	36.75745773	33.87808228
2-Jun-25	 03:08:10 am	41.54345322	41.0505867	39.29961395	39.28664398	36.75745773	33.87808228
2-Jun-25	 03:08:11 am	41.54345322	41.0505867	39.29961395	39.28664398	36.75745773	33.87808228
2-Jun-25	 03:08:15 am	41.54345322	41.0505867	39.29961395	39.28664398	36.75745773	33.85214233
2-Jun-25	 03:08:17 am	41.54345322	43.37224579	39.29961395	39.001297	36.75745773	33.85214233
2-Jun-25	 03:08:18 am	41.54345322	43.37224579	39.29961395	39.001297	37.06874466	33.85214233
2-Jun-25	 03:08:19 am	44.51361847	43.37224579	38.96238708	39.001297	37.06874466	33.85214233
2-Jun-25	 03:08:23 am	44.51361847	43.37224579	38.96238708	39.001297	37.06874466	34.04669571
2-Jun-25	 03:08:25 am	44.51361847	43.37224579	38.96238708	39.10506058	37.06874466	34.04669571
2-Jun-25	 03:08:26 am	44.51361847	43.48897552	38.96238708	39.22179031	37.06874466	34.04669571
2-Jun-25	 03:08:27 am	44.51361847	43.48897552	39.11803055	39.22179031	37.06874466	34.04669571
2-Jun-25	 03:08:28 am	44.61738205	43.48897552	39.14397049	39.22179031	37.08171463	34.04669571
2-Jun-25	 03:08:31 am	44.61738205	43.48897552	39.14397049	39.22179031	37.08171463	34.03372192
2-Jun-25	 03:08:33 am	44.61738205	43.48897552	39.14397049	39.22179031	37.08171463	34.04669571
2-Jun-25	 03:08:34 am	44.61738205	43.48897552	39.14397049	39.13100052	37.08171463	34.04669571
2-Jun-25	 03:08:35 am	44.61738205	43.48897552	39.14397049	39.13100052	37.08171463	34.04669571
2-Jun-25	 03:08:36 am	44.61738205	43.48897552	39.14397049	39.13100052	37.08171463	34.04669571
2-Jun-25	 03:08:40 am	44.61738205	43.48897552	39.14397049	39.13100052	37.08171463	34.04669571
2-Jun-25	 03:08:42 am	44.61738205	46.13489151	39.14397049	39.66277695	37.95071411	34.04669571
2-Jun-25	 03:08:44 am	47.83398438	46.13489151	39.59792709	39.66277695	37.95071411	34.04669571
2-Jun-25	 03:08:48 am	47.83398438	46.13489151	39.59792709	39.66277695	37.95071411	34.44876862
2-Jun-25	 03:08:50 am	47.83398438	46.13489151	39.59792709	39.63683701	37.89883423	34.44876862
